url,title,keywords,description
https://www.change.org/,Change.org · The world’s platform for change,,
https://www.wikipedia.org/,Wikipedia,,"Wikipedia is a free online encyclopedia, created and edited by volunteers around the world and hosted by the Wikimedia Foundation."
https://www.channel4.com/, All 4 | The on-demand channel from 4 ,,"Watch your favourite shows online, from Channel 4, E4, All 4 and Walter Presents"
https://www.vice.com/en_in,VICE - VICE is the definitive guide to enlightening information.,"culture, news, lgbtq, politics, journalism, video, documentary, sex, drugs, film, tv, entertainment, travel, crime",The definitive guide to enlightening information.
https://fortune.com/,Fortune - Fortune 500 Daily & Breaking Business News,,
https://www.spotify.com/in/,"Music for everyone
	-
	Spotify
","Spotify, music, online, listen, streaming, play, digital, album, artist, playlist",Spotify is a digital music service that gives you access to millions of songs.
https://api.whatsapp.com/send?phone=&text=&source=&data=&app_absent=,Share on WhatsApp,,
https://www.ovh.co.uk/,"Web hosting, cloud computing and dedicated servers | OVHcloud",,"OVHcloud provides everything you need for a successful online project: web hosting, domain names, dedicated servers, CDN, cloud environments, big data, and more."
https://draft.blogger.com/about/?r=1-null_user,Blogger.com - Create a unique and beautiful blog. It’s easy and free.,,"Publish your passions your way. Whether you’d like to share your knowledge, experiences or the latest news, create a unique and beautiful blog for free."
http://www.google.co.in/,Google,,
https://www.iubenda.com/en/,"Compliance Solutions for Websites, Apps and Organizations | iubenda",,"Make your sites & apps legally compliant across multiple languages and legislations (including the GDPR) with our lawyer-crafted, self-updating solutions."
https://www.surveymonkey.com/,"
    
        SurveyMonkey: The World’s Most Popular Free Online Survey Tool
    
","questionnaire, questionnaires, questionaire, questionaires, free online survey, free online surveys",Use SurveyMonkey to drive your business forward by using our free online survey tool to capture the voices and opinions of the people who matter most to you.
https://www.microsoft.com/en-in/windows/windows-10-mobile-upgrade,Windows 10 Upgrade Updates for Your Windows 8.1 Mobile Device | Microsoft,"Windows 10 mobile,Windows 10 mobile update,Windows 10 mobile upgrade",Get Windows 10 on supported Windows 8.1 mobile devices. Take full advantage of the new Windows 10 on your mobile device; upgrade now from Windows 8.1 to Windows 10.
https://www.sapo.pt/,SAPO,,"Portal SAPO.PT: notícias de Portugal e do mundo, desporto, capas dos jornais, mail, são só o início. Descubra mais todos os dias."
https://www.xbox.com:443/en-IN/,"Xbox Official Site: Consoles, Games, and Community | Xbox","Microsoft, store, products, support, Xbox One, Xbox 360, games, gaming on windows, Xbox Live, entertainment, Star Wars™ Battlefront™, Xbox, shop, coming soon, new, sale, bundle, Xbox One S Battlefield 1 Special Edition Bundle, Early Enlister Deluxe Edition, 1TB, accessories, consoles, Gears of War 4, pre-order, NFL on Xbox, NFL, 4K entertainment system, NFL fans, play, most reliable, gaming network, backward compatibility, Xbox Play Anywhere, community, Windows 10 PC, Xbox 360 games, advanced features, Xbox accessories, Xbox Design Lab, personalize, Xbox Wireless Controller, color, Xbox Elite Wireless Controller, Gears of War 4 Limited Edition, Xbox One Special Edition Armed Forces Stereo Headset, design yours, redeem code, events, Xbox Wire, sales, specials","Experience the new generation of games and entertainment with Xbox. Explore consoles, new and old Xbox games and accessories to start or add to your collection."
https://www.asus.com/in/,"
	ASUS India
",,"ASUS is one of Fortune magazine’s World’s Most Admired Companies, and is dedicated to creating products for today and tomorrow’s smart life. Our comprehensive portfolio includes Zenbo, ZenFone, ZenBook and a range of IT devices and components, along with AR, VR and IoT. ASUS employs more than 17,000 people worldwide and over 5,500 world-class R&D talents. Driven by innovation and committed to quality, the company won 4,385 awards and earned approximately US$13.3 billion of revenue in 2016.	"
https://www.nginx.com/,"NGINX | High Performance Load Balancer, Web Server, & Reverse Proxy",,"NGINX accelerates content and application delivery, improves security, facilitates availability and scalability for the busiest web sites on the Internet"
https://www.icann.org/,ICANN,,
https://www.sciencedaily.com/,ScienceDaily: Your source for the latest research news,"agriculture, animals, anthropology, astronomy, bacteria, biology, botany, brain, breakthroughs, cancer, cell, chemistry, climate, climate change, computer science, computers, daily, dinosaurs, discover, discoveries, discovery, diseases, earth, energy, engineering, environment, environmental science, findings, fossils, genetics, geography, geology, global warming, health, heart disease, journal, magazine, mammals, math, mathematics, matter, medical, medicine, nanotechnology, neuroscience, new species, news, nuclear, nucleus, peer review, physics, planet, plants, pollution, psychology, research, researcher, robotics, robots, science, science daily, science news, scientific, scientist, solar, space, stars, stem cells, technology, universities, university, viral, virus, zoology","Breaking science news and articles on global warming, extrasolar planets, stem cells, bird flu, autism, nanotechnology, dinosaurs, evolution -- the latest discoveries in astronomy, anthropology, biology, chemistry, climate & environment, computers, engineering, health & medicine, math, physics, psychology, technology, and more -- from the world's leading universities and research organizations."
https://www.columbia.edu,Columbia University in the City of New York,,
https://www.ietf.org/,IETF  | Internet Engineering Task Force,,
https://www.a8.net:443/,【アフィリエイトA8.net】日本最大級の広告数・サイト数のアフィリエイトサービス,,
https://in.mashable.com/,Mashable India,,"Mashable is a global, multi-platform media and entertainment company."
https://www.target.com,Target : Expect More. Pay Less.,,Shop Target online and in-store for everything from groceries and essentials to clothing and electronics. Save 5% every day with your Target RedCard.
https://www.twitch.tv/,Twitch,,Twitch is the world’s leading live streaming platform for gamers and the things we love. Watch and chat now with millions of other fans from around the world
https://marketingplatform.google.com/about/enterprise/,Enterprise Advertising & Analytics Solutions - Google Marketing Platform,,"Google Marketing Platform offers an enterprise analytics solution to gain insights into your advertising, marketing, customers, and sales."
https://www.sfgate.com/,"SFGATE: San Francisco Bay Area - News, Bay Area news, Sports, Business, Entertainment, Classifieds - SFGate",,"SFGATE: Local news & information, updated weather, traffic, entertainment, celebrity news, sports scores and more."
https://www.noaa.gov/,National Oceanic and Atmospheric Administration | U.S. Department of Commerce,,
https://www.espn.com/,ESPN: Serving sports fans. Anytime. Anywhere.,"ESPN, sports scores, sports news, football scores, cricket scores, rugby scores, f1 scores, golf scores, tennis scores, MLB scores, NFL scores, NBA scores, NHL scores, College Football scores, College Basketball scores, sports videos, sports information, Fantasy sports, Fantasy games, Fantasy football, Fantasy baseball","Visit ESPN to get up-to-the-minute sports news coverage, scores, highlights and commentary for NFL, MLB, NBA, College Football, NCAA Basketball and more."
https://www.worldbank.org/,"World Bank Group - International Development, Poverty, & Sustainability","spring meetings, research development and innovation, Fragility Conflict and Violence, World Bank, poverty, World Development Indicators (WDI), World Bank Group, International Bank for Reconstruction and Development (IBRD), Annual Report, Inequality and Shared Prosperity, Jobs and Development, World Development Report (WDR), Doing Business, Economic Growth, sustainable development goals, Global Economics Prospects (GEP), Poverty Measurement and Analysis, Governance in Public Sector, Sustainable Economic Growth, International Development Association (IDA)","With 189 member countries, the World Bank Group is a unique global partnership fighting poverty worldwide through sustainable solutions. "
https://www.mozilla.org/en-US/,"Internet for people, not profit
    — Mozilla
  ",,"
  Mozilla is the not-for-profit behind the lightning fast Firefox browser. We put people over profit to give everyone more power online.
"
https://www.lemonde.fr/,Le Monde.fr - Actualités et Infos en France et dans le monde,,"Le Monde.fr - 1er site d'information. Les articles du journal et toute l'actualité en continu : International, France, Société, Economie, Culture, Environnement, Blogs ..."
https://www.hatena.ne.jp:443/,Hatena,"はてな,hatena,ブログ,ウェブアルバム,ブックマーク",はてなが運営するポータルサイト。ブログもウェブアルバムもニュースも、はてながあればネットがさらに便利になります。
https://www.over-blog.com/,Overblog - Les meilleurs blogs et la meilleure plateforme de blog,,"Le portail d'OverBlog ! Le meilleur de l'info et des articles de nos blogueurs ! Créez facilement et gratuitement un blog sur OverBlog ! Forums, communautés et annuaire de blog sur OverBlog !"
http://imageshack.us,ImageShack - Best place for all of your image hosting and image sharing needs,"Pictures,Hosting, Pics, Photo Gallery, Pictures, Photos, Images, Albums, Resize images, Unlimited storage","Unlimited space to host images, easy to use image uploader, albums, photo hosting, sharing, dynamic image resizing on web and mobile."
https://www.mysql.com/,MySQL,,
https://www.buzzfeed.com/,BuzzFeed,,"BuzzFeed has breaking news, vital journalism, quizzes, videos, celeb news, Tasty food videos, recipes, DIY hacks, and all the trending buzz you’ll want to share with your friends. Copyright BuzzFeed, Inc. All rights reserved."
https://accounts.google.com/ServiceLogin?service=mail&passive=true&rm=false&continue=https://mail.google.com/mail/&ss=1&scc=1&ltmpl=default&ltmplcache=2&emr=1&osid=1,Gmail,,"Gmail is email that's intuitive, efficient and useful. 15 GB of storage, less spam and mobile access."
https://www.naver.com/,NAVER,,네이버 메인에서 다양한 정보와 유용한 컨텐츠를 만나 보세요
https://www.rambler.ru/,"Рамблер/новости, почта и поиск — медийный портал: новости России и мира, электронная почта, погода, развлекательные и коммуникационные сервисы. Новости сегодня и сейчас","новости, новости сегодня, новости сейчас, медийный портал, электронная почта, поиск информации в интернете","Рамблер — медийный портал. Поиск информации в интернете, электронная почта, погода, новости России и мира, развлекательные и коммуникационные сервисы"
http://www.google.co.id/,Google,,
https://www.thetimes.co.uk,The Times & The Sunday Times,,News and opinion from The Times & The Sunday Times
http://xinhuanet.com,新华网_让新闻离你更近,"新闻中心,时政,人事任免,国际,地方,香港,台湾,澳门,华人,军事,图片,财经,政权,股票,房产,汽车,体育,奥运,法治,廉政,社会,科技,互联网,教育,文娱,电视剧,电影,视频,访谈,直播,专题","中国主要重点新闻网站,依托新华社遍布全球的采编网络,记者遍布世界100多个国家和地区,地方频道分布全国31个省市自治区,每天24小时同时使用6种语言滚动发稿,权威、准确、及时播发国内外重要新闻和重大突发事件,受众覆盖200多个国家和地区,发展论坛是全球知名的中文论坛。"
https://disk.yandex.com,Yandex.Disk,,
https://www.stanford.edu/,Stanford University,,"Stanford University, one of the world's leading teaching and research institutions, is dedicated to finding solutions to big challenges and to preparing students for leadership in a complex world."
https://www.wikihow.com/Main-Page,wikiHow: How-to instructions you can trust.,,"Learn how to do anything with wikiHow, the world's most popular how-to website. Easy, well-researched, and trustworthy instructions for everything you want to know."
https://www.britannica.com/,Encyclopedia Britannica | Britannica,"britannica, reference, online, encyclopedia, encyclopaedia, store, dictionary, thesaurus","Explore the fact-checked online encyclopedia from Encyclopaedia Britannica with hundreds of thousands of objective articles, biographies, videos, and images from experts."
https://www.goodreads.com/,Goodreads | Meet your next favorite book,,"Find and read more books you’ll love, and keep track of the books you want to read. Be part of the world’s largest community of book lovers on Goodreads."
https://www.ikea.com/,"
      IKEA.com – International homepage – IKEA
    ",,"IKEA furniture and home accessories are practical, well designed and affordable. Here you can find your local IKEA website and more about the IKEA business idea."
http://www.ox.ac.uk/,University of Oxford,"University of Oxford, university oxford, uni oxford, oxford, oxford university, oxford uni, world class university, top ranking university, excellent university, world leading university",The University of Oxford is one of the leading universities in the world.
https://www.disney.com/,Disney.com | The official home for all things Disney,,"The official website for all things Disney: theme parks, resorts, movies, tv programs, characters, games, videos, music, shopping, and more!"
https://www.ea.com/,Electronic Arts Home Page - Official EA Site,,"We exist to inspire the world through Play. Electronic Arts is a leading publisher of games on Console, PC and Mobile."
https://www.shopify.com/,Ecommerce Software - Best Ecommerce Platform Made for You - Free Trial,,"We’re not just an ecommerce software, Shopify is the best ecommerce platform that has everything you need to sell online, on social media, or in person."
https://photobucket.com/,Photobucket,,
http://www.washington.edu/, UW Homepage ,,University of Washington
https://gizmodo.com/,Gizmodo | We come from the future,Gizmodo,We come from the future.
https://www.welt.de/,"WELT - Aktuelle Nachrichten, News, Hintergründe & Videos","Welt.de, www.welt.de, Welt Online, Nachrichten, News, Berichte, Informationen, Kolumnen, Liveticker, Newsticker, Nachrichten-App, News-App, Archiv, Zeitungs-Archiv, Nachrichten-Archiv, Jahres-Archiv, Volltext-Suche, Nachrichten-Suche, Artikel-Suche, Medien, Politik, Börse, Sport, Wirtschaft, Finanzen, Lifestyle, Fernsehen, TV, TV-Programm, Fernsehprogramm, Reise, Urlaub, Zippert, Kultur, Literatur, Satire, Welt am Sonntag, Wams, Welt Kompakt, N24","Nachrichten, Kommentare, Liveticker, Videos und Streams sowie News aus Politik, Wirtschaft, Finanzen, Wetter, Sport, Fußball, Kultur, Reise und Internet ..."
https://www.eventbrite.com/,"
    Eventbrite - Discover Great Events or Create Your Own & Sell Tickets
",,"Eventbrite brings people together through live experiences. Discover events that match your passions, or create your own with online ticketing tools."
https://www.academia.edu/,Academia.edu - Share research,,Academia.edu is a place to share and follow research.
https://metro.co.uk/,"Metro.co.uk: News, Sport, Showbiz, Celebrities from Metro","shopping, clockword, metroku, yourpix, audience, housing, more metro, competitions cat, corrections and clarifications, awards, insights, africa, home, asia, advertising, cars, careers, rugby league, video","Metro.co.uk: News, Sport, Showbiz, Celebrities from Metro"
https://www.vox.com/,Vox - Understand the News,,"Vox is a general interest news site for the 21st century. Its mission is simple: Explain the news. Politics, public policy, world affairs, pop culture, science, business, food, sports, and everything else that matters are part of our editorial ambit. Our goal is to move people from curiosity to understanding."
http://web.mit.edu/,MIT - Massachusetts Institute of Technology,,
https://pl.wikipedia.org/wiki/Wikipedia:Strona_g%C5%82%C3%B3wna,"Wikipedia, wolna encyklopedia",,
https://t.co/,t.co / Twitter,,
https://www.nationalgeographic.com/,National Geographic,"national geographic, animals, environment and conservation, exploration, history and civilization, people and culture, photography, science and technology, travel and adventure, adventure","Explore National Geographic. A world leader in geography, cartography and exploration."
http://www.histats.com/,"Histats.com Counter ,the free web stats and stat counter, hit counter, free web tracker and tracking tools, professional and free!!","Counter Histats.com,the free web stats and stat counter, hit counter, free web tracker and tracking tools, stats counter","Histats.com, free web stats and stat counter, hit counter, free web tracker and tracking tools, stats counter"
https://en.unesco.org/,UNESCO | Building peace in the minds of men and women,"unesco, education, science, culture, communication, information, peace, respect, human rights, sustainable development, poverty, intercultural dialogue","UNESCO encourages international peace and universal respect for human rights by promoting collaboration among nations. Its mission is to contribute to the building of peace, the eradication of poverty, sustainable development and intercultural dialogue."
https://www.ucoz.ru/,Бесплатный конструктор сайтов. Создайте свой сайт самостоятельно!,,Как создать свой сайт? Самостоятельно! В конструкторе сайтов uCoz это легко и практически бесплатно.
https://www.cornell.edu/,Cornell University,"university, ivy league, research, undergraduate research, graduate research, transnational, land grant, new york, agriculture and life sciences, architecture, art, planning, arts and sciences, engineering, hotel administration, human ecology, industrial and labor relations, law, business, medicine, pre-med, veterinary medicine, vet school","Cornell University is a private research university that provides an exceptional education for undergraduates and graduate and professional students. Cornell's colleges and schools encompass more than 100 fields of study, with locations in Ithaca, New York, New York City and Doha, Qatar."
https://www.smh.com.au/,Australian Breaking News Headlines & World News Online | SMH.com.au,,"Breaking news from Sydney, Australia and the world. Features the latest business, sport, entertainment, travel, lifestyle, and technology news."
https://www.4shared.com,4shared.com - free file sharing and storage,,
https://www.alibaba.com/,"Alibaba.com: Manufacturers, Suppliers, Exporters & Importers from the world's largest online B2B marketplace","Manufacturers, Suppliers, Exporters, Importers, Products, Trade Leads, Supplier, Manufacturer, Exporter, Importer","Find quality Manufacturers, Suppliers, Exporters, Importers, Buyers, Wholesalers, Products and Trade Leads from our award-winning International Trade Site. Import &amp; Export on alibaba.com"
https://www.weibo.com/overseas,微博国际,,
http://picasa.google.com,Moving on from Picasa,,Learn more about where you can find your photos.
https://www.addtoany.com/,AddToAny Share Buttons and Icons,"AddToAny, share buttons, social share buttons, universal sharing",Get share buttons for your website visitors to share content on any social sharing service. AddToAny is the universal sharing platform for websites and apps.
https://www.yahoo.co.jp/,Yahoo! JAPAN,,あなたの毎日をアップデートする情報ポータル。検索、ニュース、天気、スポーツ、メール、ショッピング、オークションなど便利なサービスを展開しています。
https://www.abc.es/,ABC - Tu diario en español - ABC.es,,ABC.es. El gran periódico español. Diario de referencia y decano de la prensa nacional. Líder en dispositivos móviles. Credibilidad e información al instante.
https://www.engadget.com/,Engadget,,"Engadget is the original home for technology news and reviews. Since its founding in 2004, we've grown from an exhaustive source for consumer tech news to a global multimedia organization covering the intersection of technology, gaming and entertainment."
https://it.wikipedia.org/wiki/Pagina_principale,"Wikipedia, l'enciclopedia libera",,
https://www.kickstarter.com/,"
Kickstarter
",,"Kickstarter exists to help bring creative projects to life. A home for film, music, art, theater, games, comics, design, photography, and more."
https://gooyaabitemplates.com/,Blogger Templates 2020 • Top Best Free • New Templates,,"Blogger Templates 2020 daily updates with newly designed free blogger templates. Blog templates with Highly SEO optimized, Responsive Layouts"
https://myaccount.google.com/not-supported,Account settings: Your browser is not supported.,,
https://www.dw.com/en/top-stories/s-9097,News and current affairs from Germany and around the world | DW,"TOP STORIES, World News,german news,european news,african news,Asian news,current affairs,Germany,European Union,breaking news","News, off-beat stories and analysis of German and international affairs. Dive deeper with our features from Europe and beyond. Watch our 24/7 TV stream."
http://www.google.pl/,Google,,
https://www.instagram.com/,"
Instagram
",,"Create an account or log in to Instagram - A simple, fun & creative way to capture, edit & share photos, videos & messages with friends & family."
https://www.000webhost.com/,"Free Web Hosting - Host a Website for Free with Cpanel, PHP","free web hosting, freehosting, free website, web hosting, free hosting, webhosting, free website builder, free domain, no ads, free host, free web, free domain hosting, PHP, Mysql, cPanel","Absolutely free web hosting with cPanel, PHP & MySQL for a stunning blogging start. Get free website hosting together with a free domain name at no cost at all!"
https://www.over-blog.com/,Overblog - Les meilleurs blogs et la meilleure plateforme de blog,,"Le portail d'OverBlog ! Le meilleur de l'info et des articles de nos blogueurs ! Créez facilement et gratuitement un blog sur OverBlog ! Forums, communautés et annuaire de blog sur OverBlog !"
https://soundcloud.com/,SoundCloud – Listen to free music and podcasts on SoundCloud,"record, sounds, share, sound, audio, tracks, music, soundcloud","SoundCloud is a music and podcast streaming platform that lets you listen to millions of songs from around the world, or upload your own. Start listening now!"
https://www.viagens.com.br/,Viagens.com.br - Busque centenas de websites ao mesmo tempo,,
https://www.parallels.com/,"Parallels: Mac & Windows Virtualization, Remote Application Server, Mac Management Solutions",,"Parallels Inc., a global leader in cross-platform solutions, makes it simple for customers to use and access the applications and files they need on any device or operating system. We help businesses and individuals securely and productively use their favorite devices and preferred technology, whether it’s Windows®, Mac®, iOS, AndroidTM, Chromebook, Linux, Raspberry Pi or the Cloud. Parallels solutions enable seamless delivery of virtual desktops and applications to any device, running Windows on a Mac, Mac management with Microsoft SCCM, and remote access to PCs and Mac computers from any device. Parallels has offices in North America, Europe, Australia and Asia."
https://www.npr.org/,"NPR : National Public Radio : News & Analysis, World, US, Music & Arts : NPR",,"NPR delivers breaking national and world news. Also top stories from business, politics, health, science, technology, music, arts and culture. Subscribe to podcasts and RSS feeds."
https://www.spiegel.de/,DER SPIEGEL | Online-Nachrichten,,"Deutschlands führende Nachrichtenseite. Alles Wichtige aus Politik, Wirtschaft, Sport, Kultur, Wissenschaft, Technik und mehr."
http://www.google.com.tw/,Google,,
https://www.blackberry.com/us/en,BlackBerry Official Home Page – Security Software & Services,,BlackBerry provides enterprises and governments with the software and services they need to secure the Internet of Things. BlackBerry has transformed itself from a smartphone company into a security software and services company.
https://www.e-recht24.de/,eRecht24: Internetrecht von Rechtsanwalt Sören Siebert,"recht, internetrecht, anwalt, rechtsanwalt, rechtsberatung, abmahnung","Internetrecht endlich verständlich: Jetzt können auch Sie Ihre Website einfach und schnell abmahnsicher gestalten. Urteile, Tools, Ratgeber und News."
https://www.goo.ne.jp/,goo,"goo,グー,ぐー,ポータル,portal,検索",NTTレゾナントが運営する安心・安全のポータルサイト。使えば使うほど、あなたの興味・関心、趣味・嗜好を学習し、限られた時間で効率よく「あなた専用」のポータルサイトとして必要な情報を収集することができます。
https://mailchimp.com/about/mcsv-static,,,
https://www.berkeley.edu/,"Home | University of California, Berkeley",,
https://disqus.com/,Disqus – The #1 way to build your audience,,Disqus offers the best add-on tools for websites to increase engagement. We help publishers power online discussions with comments and earn revenue with native advertising.
https://www.playstation.com/en-in/home/,"Official PlayStation website | PlayStation
		",,"Get info on PS4, PS3 and PS Vita consoles, releases, news, videos, competitions and support, and buy the latest games."
https://yandex.ru/,Яндекс,,
https://www.pbs.org/,PBS: Public Broadcasting Service,,"Watch full episodes of your favorite PBS shows, explore music and the arts, find in-depth news analysis, and more. Home to Antiques Roadshow, Frontline, NOVA, PBS Newshour, Masterpiece and many others."
https://www.netflix.com/in/,"Netflix India – Watch TV Shows Online, Watch Movies Online","watch movies, movies online, watch TV, TV online, TV shows online, watch TV shows, stream movies, stream tv, instant streaming, watch online, movies, watch movies India, watch TV online, no download, full length movies","Watch Netflix movies & TV shows online or stream right to your smart TV, game console, PC, Mac, mobile, tablet and more."
https://www.ted.com/,TED: Ideas worth spreading,"TED, Talks, Themes, Speakers, Technology, Entertainment, Design","TED Talks are influential videos from expert speakers on education, business, science, tech and creativity, with subtitles in 100+ languages. Ideas free to stream and download."
https://www.weebly.com/in,"
				Free Website Builder: Build a Free Website or Online Store | Weebly
		",,"Weebly’s free website builder makes it easy to create a website, blog, or online store. Find customizable templates, domains, and easy-to-use tools for any type of business website."
https://my.yahoo.com/,My Yahoo,,My Yahoo
https://www.nokia.com/,Nokia Corporation,,"Nokia is an innovative global leader in 5G, networks and phones. See how we create the technology to connect the world."
https://www.fastcompany.com/,Fast Company | The future of business,,"Fast Company is the world's leading progressive business media brand, with a unique editorial focus on innovation in technology, leadership, and design."
http://www.google.ca/,Google,,
https://www.instructables.com/,Yours for the making - Instructables,,"Instructables is a community for people who like to make things. Come explore, share, and make your next project with us!"
https://www.sciencemag.org/,Science | AAAS,Science,
http://apache.org,Welcome to The Apache Software Foundation!,,Home page of The Apache Software Foundation
https://www.php.net/,PHP: Hypertext Preprocessor,,
https://loc.gov/,"
    
        Home | Library of Congress 
    
    ",,"The Library of Congress is the nation's oldest federal cultural institution, and it serves as the research arm of Congress. It is also the largest library in the world, with more than 162 million items. The collections include books, sound recordings, motion pictures, photographs, maps, and manuscripts."
https://www.whitehouse.gov/,The White House,,"We, the citizens of America, are now joined in a great national effort to rebuild our country and to restore its promise for all. – President Donald Trump."
https://www.ovh.com/world/,"Web hosting, cloud computing and dedicated servers | OVHcloud",,"OVHcloud provides everything you need for a successful online project: web hosting, domain names, dedicated servers, CDN, cloud environments, big data, and more."
https://id.wikipedia.org/wiki/Halaman_Utama,"Wikipedia bahasa Indonesia, ensiklopedia bebas",,
https://dan.com/,Domain Marketplace | Buy & Sell Domain Names | DAN.COM,,Buy and Sell Domains with DAN.COM. Discover millions of domain names available for sale. DAN.COM keeps you safe.
http://ovh.net,,,
https://www.namecheap.com/,Buy domain name - Cheap domain names from $1.37 - Namecheap,,Namecheap offers cheap domain names with the most reliable service. Buy domain names with Namecheap and see why over 2 million customers trust us with over 10 million domains!
https://www.detik.com/,detikcom - Informasi Berita Terupdate Hari Ini,"berita hari ini, berita terkini, info berita, peristiwa, kecelakaan, kriminal, hukum, berita unik, Politik, liputan khusus, Indonesia, Internasional","Indeks berita terbaru hari ini dari peristiwa, kecelakaan, kriminal, hukum, berita unik, Politik, dan liputan khusus di Indonesia dan Internasional"
https://gen.xyz/,.xyz Domain Names | Join Generation XYZ,"xyz, gen.xyz, .xyz, .college, new domain names, new gtlds, domain extensions",".xyz is for every website, everywhere.™ We offer the most flexible and affordable domain names to create choice for the next generation of internet users."
https://www.netvibes.com/en,Your Personal Dashboard | Netvibes,"free dashboard, dashboards, rss feed, read RSS, track twitter, river of news, import opml, social media monitoring, widget, app, web-app, digital life","Your Personal Dashboard: See everything that’s happening: News, social media, favorite websites all in one Dashboard"
https://digg.com/,Digg - What the Internet is talking about right now,,"Digg is the homepage of the internet, featuring the best articles, videos, and original content that the web is talking about right now."
https://www.economist.com/,"The Economist - World News, Politics, Economics, Business & Finance",,
https://www.news.com.au/,news.com.au — Australia’s #1 news site,"News, Breaking News, Latest News, Australia News, World News, Video, Daily News, Local News, News Headlines, Online news, News limited",We say what people are thinking and cover the issues that get people talking balancing Australian and global moments — from politics to pop culture.
https://www.trustpilot.com/,Trustpilot Reviews: Experience the power of customer reviews,,"We're all about consumer reviews. Get the real inside story from shoppers like you. Read, write and share reviews on Trustpilot today."
https://www.nydailynews.com/,"Breaking News, World News, US and Local News - NY Daily News - New York Daily News",,"Find breaking US news, local New York news coverage, sports, entertainment news, celebrity gossip, autos, videos and photos at nydailynews.com."
https://www.cnbc.com/world/?region=world,"International Business, World News & Global Stock Market Analysis","CNBC Meets,Charting Asia,business news","CNBC International is the world leader for news on business, technology, China, trade, oil prices, the Middle East and markets."
https://www.cbc.ca/,"CBC.ca - watch, listen, and discover with Canada's Public Broadcaster",,"Canada's home for News, Entertainment, Sports, Music and much more"
https://www.ibm.com/in-en,IBM - India,,For more than a century IBM has been dedicated to every client's success and to creating innovations that matter for the world
https://www8.hp.com/in/en/home.html,"Laptop Computers, Desktops, Printers, Ink & Toner  | HP® India","Official HP Website, printers, desktops, laptops, services","Learn about HP printers, laptops, desktops and more at the Official HP® Website"
https://www.nvidia.com/en-in/,Artificial Intelligence Computing Leadership from NVIDIA,"nvidia, visual computing, geforce, quadro, tesla, nforce, tegra, high performance computing, hpc, sli, gpu, gpgpu, video cards, graphics cards, graphics processor units, video, gaming, mobile phones, notebooks, workstation, desktops, laptops","Artificial Intelligence Computing Leadership from NVIDIA: inventor of the GPU, which creates interactive graphics on laptops, workstations, mobile devices, notebooks, PCs, and more."
https://www.biglobe.ne.jp/,BIGLOBE,"ニュース,今日の出来事,検索,天気予報,ついっぷるトレンド,びっくじ,びｇぉべ",安心安全のプロバイダ、ポータルサイトのBIGLOBE（ビッグローブ）です。ニュース、検索、天気、SNSの話題など毎日の最新情報をお届けしています。
https://www.hollywoodreporter.com/,Hollywood Reporter | Entertainment News,,"The Hollywood Reporter is your source for breaking news about Hollywood and entertainment, including movies, TV, reviews and industry blogs."
https://www.urbandictionary.com/,"Urban Dictionary, April 15: Unchartered",,
https://www.hm.com/entrance.ahtml?orguri=%2F,H&M offers fashion and quality at the best price,,"Welcome to H&M, your shopping destination for fashion online. We offer fashion and quality at the best price in a more sustainable way."
http://nginx.org,nginx news,,
https://www.bt.com/,"Fibre Broadband, TV Packages, BT Sport & Mobile Deals | BT",,"From Superfast Fibre broadband to TV & Mobile, BT helps UK families, communities & companies reach their potential. Find out more about BT products now."
https://www.princeton.edu/,Princeton University,,"Through teaching and research, we educate people who will contribute to society and develop knowledge that will make a difference in the world."
https://in.godaddy.com/,"Domain Names, Websites, Hosting & Online Marketing Tools - GoDaddy IN",,"Your all in one solution to grow online. Start a free trial to create a beautiful website, get a domain name, fast hosting, online marketing and award-winning 24/7 support."
https://www.dotdash.com/, Dotdash,,"Dotdash's brands help over 100 million users each month find answers, solve problems, and get inspired. Dotdash is among the fastest-growing publishers online."
https://www.chicagotribune.com/,"Chicago Tribune: Chicago news, sports, weather, entertainment",,"Chicago Tribune: Your source for Chicago breaking news, sports, business, entertainment, weather and traffic"
https://www.marriott.com/default.mi,Hotels & Resorts | Book your Hotel directly with Marriott ,"hotels, hotel, marriott reservation; hotel reservations, hotel reservation, hotel website; marriott hotel reservation",Browse Marriott International's portfolio of hotels & discover what makes each brand unique. Take the stress out of travel & book your hotel reservation direct.
https://www.gamespot.com/,Video Games Reviews & News - GameSpot,,"GameSpot delivers the best and most comprehensive video game and entertainment coverage, including news, reviews, trailers, walkthroughs, and guides for PS4, Xbox One, Nintendo Switch, PC, and Google Stadia."
http://www.nature.com/,Nature,,"First published in 1869, Nature is the world’s leading multidisciplinary science journal. Nature publishes the finest peer-reviewed research that drives ground-breaking discovery, and is read by thought-leaders and decision-makers around the world."
https://www.theverge.com/,The Verge,,"The Verge was founded in 2011 in partnership with Vox Media, and covers the intersection of technology, science, art, and culture. Its mission is to offer in-depth reporting and long-form feature stories, breaking news coverage, product information, and community content in a unified and cohesive manner. The site is powered by Vox Media's Chorus platform, a modern media stack built for web-native news in the 21st century."
https://www.sendspace.com/,Free large file hosting. Send big files the easy way!,"file transfer, large file, big file, free send, send file", Free file hosting. Email large files for free.
https://www.theguardian.com/international,"News, sport and opinion from the Guardian's global edition | The Guardian",,"Latest international news, sport and comment from the Guardian"
